file,type,dataset,detected_count,time_ns,first_x,first_y,first_w,first_h
34a6a3dc-desert.218.jpg,Diverse-LPDv2,DS2,0,1196400,0,0,0,0
34a9cb31-brightnessquandoi28_jpg.rf.8013773ec6b81f677aa17dcf3ba65fd6.jpg,Diverse-LPDv2,DS2,0,4796400,0,0,0,0
34be500d-xemay131_jpg.rf.03fe7dc798ea889da54ea26544a9e70e.jpg,Diverse-LPDv2,DS2,0,2865100,0,0,0,0
34c86cbf-pittsburgh_BdIdx_18486_BdType_church.jpg,Diverse-LPDv2,DS2,0,1967600,0,0,0,0
34e72505-af9869dfd3676736.jpg,Diverse-LPDv2,DS2,0,12305900,0,0,0,0
34f554ca-a_32.jpg,Diverse-LPDv2,DS2,0,11328900,0,0,0,0
34fb4810-219.jpg,Diverse-LPDv2,DS2,0,3941500,0,0,0,0
3501bb2f-5000203.jpg,Diverse-LPDv2,DS2,0,1773500,0,0,0,0
350823c4-retail_0056.jpg,Diverse-LPDv2,DS2,0,1096200,0,0,0,0
3508daaf-3002154.jpg,Diverse-LPDv2,DS2,0,1581900,0,0,0,0
3522b369-L2P_39_jpg.rf.817a5d4a73198b2752e7feae84d088b8.jpg,Diverse-LPDv2,DS2,0,1758000,0,0,0,0
352f38e8-6000188.jpg,Diverse-LPDv2,DS2,0,1623400,0,0,0,0
353bea47-kansas_BdIdx_15639_BdType_church.jpg,Diverse-LPDv2,DS2,0,999500,0,0,0,0
3553279c-277.jpg,Diverse-LPDv2,DS2,0,3024700,0,0,0,0
355b60de-79223f2cf1d4e240.jpg,Diverse-LPDv2,DS2,0,13936200,0,0,0,0
35617561-f032ee8b-ee93-477c-a827-20e991a61541_jpg.rf.53482978e19fc1ae250caf0f72ffd461.jpg,Diverse-LPDv2,DS2,1,6063200,168,512,141,35
35733e9f-Cars352_png.rf.da252f12b12d7c316739ff35befe4073.jpg,Diverse-LPDv2,DS2,2,6123800,102,225,178,44
3584d914-industrial_1102.jpg,Diverse-LPDv2,DS2,0,1133200,0,0,0,0
359366b8-d99ac9e31d6ba167.jpg,Diverse-LPDv2,DS2,0,13336800,0,0,0,0
3594661f-0102864.jpg,Diverse-LPDv2,DS2,0,24046300,0,0,0,0
359acd85-Cars205_png.rf.e15ac19e3a16aaed6f0836d04dbd04d2.jpg,Diverse-LPDv2,DS2,0,6636400,0,0,0,0
35c4beca-9003250.jpg,Diverse-LPDv2,DS2,0,1734400,0,0,0,0
35dd26ba-8be4d78b-a3f2-44da-9528-d03102fb88e7_jpg.rf.3e21995fff3ebe33eeb44c5740590c75.jpg,Diverse-LPDv2,DS2,0,6436200,0,0,0,0
35e18c8a-3001460.jpg,Diverse-LPDv2,DS2,0,2050100,0,0,0,0
35e659c5-G_32.jpg,Diverse-LPDv2,DS2,0,2949000,0,0,0,0
35f2616b-5d03df41d8b152c7.jpg,Diverse-LPDv2,DS2,0,16918300,0,0,0,0
35f39dde-car13.jpg,Diverse-LPDv2,DS2,0,4847000,0,0,0,0
35fa91b3-5581a1b7d2f0f2b4.jpg,Diverse-LPDv2,DS2,0,17913600,0,0,0,0
36006548-G_77.jpg,Diverse-LPDv2,DS2,0,9084400,0,0,0,0
360235d4-01b5c6bc9d18b4e7_jpg.rf.15bbe8c0daf78b2b2d3bfdf36bebde27.jpg,Diverse-LPDv2,DS2,1,19321400,390,269,366,92
36094f8e-industrial_1074.jpg,Diverse-LPDv2,DS2,0,1371100,0,0,0,0
36204cdb-portland_BdIdx_59_BdType_church.jpg,Diverse-LPDv2,DS2,0,759600,0,0,0,0
3639c928-car-752-_jpg.rf.53b3a4575c42c616cf34365cefdc5768.jpg,Diverse-LPDv2,DS2,2,13299100,496,412,183,46
36433873-5000201.jpg,Diverse-LPDv2,DS2,0,1350900,0,0,0,0
36464646-36.jpg,Diverse-LPDv2,DS2,1,156991300,168,1165,151,38
3654489a-video2_2150.jpg,Diverse-LPDv2,DS2,0,13711100,0,0,0,0
36774bf9-Cars356_png.rf.6444d69143b183d0c822fc4602fda0e4.jpg,Diverse-LPDv2,DS2,0,7890900,0,0,0,0
36852816-Cars81_png.rf.ec8cd005532d05a66b7f33d37cf96ee1.jpg,Diverse-LPDv2,DS2,0,7327800,0,0,0,0
3692ba69-car-827-_jpg.rf.e61310ad66611be8cca7d0ddc5bbb065.jpg,Diverse-LPDv2,DS2,1,17920000,572,168,137,34
3693c20e-potholes171.png,Diverse-LPDv2,DS2,0,2496000,0,0,0,0
36a9f3eb-car131.jpg,Diverse-LPDv2,DS2,0,5165200,0,0,0,0
36abb617-GIfE8MA4sh8dUSTp2kurdw_zoom_5___1_1.jpg,Diverse-LPDv2,DS2,0,16680100,0,0,0,0
36decbbd-T_112.jpg,Diverse-LPDv2,DS2,0,6486200,0,0,0,0
36def809-cropquandoi52_jpg.rf.ca6befa71a3a0430fcbcd97403b05c62.jpg,Diverse-LPDv2,DS2,0,3306400,0,0,0,0
36ed9756-034d1e49-8b79-43aa-a242-cd35ca1cd539_jpg.rf.a0b92fdc3aebd10ed5e3581125a71d2c.jpg,Diverse-LPDv2,DS2,0,7408300,0,0,0,0
3713fbf9-industrial_1193.jpg,Diverse-LPDv2,DS2,0,986200,0,0,0,0
3715d994-car-790-_jpg.rf.818252f002c3db329e1f4439dfb00fbc.jpg,Diverse-LPDv2,DS2,0,6598900,0,0,0,0
371abb2e-6R9aKJZ5kwGI_tjQW3fUSQ_zoom_5___1_0.jpg,Diverse-LPDv2,DS2,0,23276200,0,0,0,0
37221c35-sh46FcDBqz0vfLbT.jpg,Diverse-LPDv2,DS2,1,188854400,1451,415,151,38
3730792c-desert.395.jpg,Diverse-LPDv2,DS2,0,1654100,0,0,0,0
37309ef4-Cars108_png.rf.bad7272928514f16ac441e4adde5f58a.jpg,Diverse-LPDv2,DS2,0,6124300,0,0,0,0
373ccec3-e2299cb8a23727f7.jpg,Diverse-LPDv2,DS2,0,14040100,0,0,0,0
3756cfe3-3000099.jpg,Diverse-LPDv2,DS2,0,1670600,0,0,0,0
376c1cab-a-238-_JPG.rf.a2a340bfb62156361f3ca301656e4f26.jpg,Diverse-LPDv2,DS2,0,7046000,0,0,0,0
37715eec-sandiego_BdIdx_17655_BdType_commercial.jpg,Diverse-LPDv2,DS2,0,1642000,0,0,0,0
37752170-T_131.jpg,Diverse-LPDv2,DS2,2,16372300,495,548,211,53
377624fd-87b4f1202cd06440.jpg,Diverse-LPDv2,DS2,0,15199100,0,0,0,0
37772f0c-FudanPed00070.png,Diverse-LPDv2,DS2,0,3131700,0,0,0,0
377c3dd0-car152.jpg,Diverse-LPDv2,DS2,0,3995300,0,0,0,0
37a33a85-xemayBigPlate118_jpg.rf.a9aa27ecfcc9dcdde688b75c5e994966.jpg,Diverse-LPDv2,DS2,0,5304000,0,0,0,0
37a60d53-LP_256_jpg.rf.2e71d734081e89eb3ec1e08230ba6edb.jpg,Diverse-LPDv2,DS2,0,15419300,0,0,0,0
37ad9bd9-video4_2120.jpg,Diverse-LPDv2,DS2,1,32913800,334,459,183,46
37bb2ee3-xemay606_jpg.rf.63186d89ae33d9a0635ba9bc1589f898.jpg,Diverse-LPDv2,DS2,0,3414900,0,0,0,0
37e47ec3-2000043.jpg,Diverse-LPDv2,DS2,0,2201500,0,0,0,0
37e5309f-1YBq69WVIPlgr4JI.jpg,Diverse-LPDv2,DS2,0,105443800,0,0,0,0
3809692f-xemay1555_jpg.rf.e2d2ed0fa72f89d65df5ca3fb937bb1a.jpg,Diverse-LPDv2,DS2,0,2504800,0,0,0,0
380b64f3-dSHd5xxos4bLBu7t.jpg,Diverse-LPDv2,DS2,0,172467000,0,0,0,0
3813db15-a-482-1-_JPG.rf.eb01c422e1f2ac865661d33966e80ac1.jpg,Diverse-LPDv2,DS2,0,7821100,0,0,0,0
381d8012-G_3.jpg,Diverse-LPDv2,DS2,0,32291500,0,0,0,0
383439da-car-607-_jpg.rf.d5c877c9eefdb30034b5e885918df497.jpg,Diverse-LPDv2,DS2,0,7132100,0,0,0,0
3838efa3-a_18.jpg,Diverse-LPDv2,DS2,0,11868400,0,0,0,0
383b6c4a-Cars130_png.rf.6f0b894701481689e8096807016ea41a.jpg,Diverse-LPDv2,DS2,1,8470800,138,268,144,36
38667630-pittsburgh_BdIdx_18491_BdType_apartments.jpg,Diverse-LPDv2,DS2,0,1453700,0,0,0,0
38687f0b-xemayBigPlate37_jpg.rf.db278f156833c2337a4c0e5e0441425e.jpg,Diverse-LPDv2,DS2,0,5785400,0,0,0,0
386a814d-potholes254.png,Diverse-LPDv2,DS2,0,3538400,0,0,0,0
388010cb-0002395.jpg,Diverse-LPDv2,DS2,0,1561500,0,0,0,0
389e37ab-kansas_BdIdx_29073_BdType_garage.jpg,Diverse-LPDv2,DS2,0,1002700,0,0,0,0
38af437a-Cars113_png.rf.cfc8011925f04cdfcff95c16324f119a.jpg,Diverse-LPDv2,DS2,0,7942300,0,0,0,0
38b10be6-6b8AkksvDhsUwCV_aS2JaA_zoom_5___1_4.jpg,Diverse-LPDv2,DS2,0,23389200,0,0,0,0
38c636e7-dcb9d162-206d-45a6-bb3f-163cbaafedb4_16x9_600x338-514542576.jpg,Diverse-LPDv2,DS2,1,4419800,233,236,207,51
38c6a20b-Cars322_png_jpg.rf.ced545be31637d7fc3ae1dea3b7a6141.jpg,Diverse-LPDv2,DS2,0,3653500,0,0,0,0
38c6bfb1-a-484-_JPG.rf.5926039af828681693284ddcc673c373.jpg,Diverse-LPDv2,DS2,0,9994100,0,0,0,0
38d4e23c-20f99b98-7d5f-419f-b9f4-920d2a46aa86_jpg.rf.6c68417fdf5d41d9700f63b788de3d9d.jpg,Diverse-LPDv2,DS2,0,8246900,0,0,0,0
38eee245-71b7e622-e3c5-4e2f-9283-7eced530cf79_jpg.rf.f135110bbece94a6791e5c73db384b44.jpg,Diverse-LPDv2,DS2,0,8886600,0,0,0,0
39069d6e-155.jpg,Diverse-LPDv2,DS2,0,3902800,0,0,0,0
390c933e-6mKd46bVd-lW_n5misFgTQ_zoom_5___1_1.jpg,Diverse-LPDv2,DS2,0,24449400,0,0,0,0
3916675e-157.jpg,Diverse-LPDv2,DS2,0,4049700,0,0,0,0
391768a0-6000247.jpg,Diverse-LPDv2,DS2,0,2178700,0,0,0,0
391ad5e8-L2P_32_jpg.rf.f1f43a2795ec0bf14199f7618a7da776.jpg,Diverse-LPDv2,DS2,1,24031300,874,345,154,38
391ad655-Cars215_png_jpg.rf.b71bea1ff92d3adc07d6b7a8a4793f26.jpg,Diverse-LPDv2,DS2,0,3502900,0,0,0,0
392161de-07zt_g7rtQDX8spQqdzFQQ_zoom_5___1_8.jpg,Diverse-LPDv2,DS2,0,25414200,0,0,0,0
3925289b-video2_220.jpg,Diverse-LPDv2,DS2,0,10051100,0,0,0,0
3929f5de-AZlyMhdrMHuE61lE.jpg,Diverse-LPDv2,DS2,1,130593200,2506,558,349,87
3933ed99-officebuilding_2137.jpg,Diverse-LPDv2,DS2,0,1465600,0,0,0,0
393f21a7-potholes602.png,Diverse-LPDv2,DS2,0,3116300,0,0,0,0
3940a0aa-76.jpg,Diverse-LPDv2,DS2,0,89553900,0,0,0,0
39437fa3-1hV54ZGgke34NjQmJYKrHA_zoom_5___1_2.jpg,Diverse-LPDv2,DS2,0,20057600,0,0,0,0
395179d5-T_129.jpg,Diverse-LPDv2,DS2,1,13385600,401,298,197,49
3951a8b4-3fXIY8S9FBQvhRqe.jpg,Diverse-LPDv2,DS2,1,158692300,7,1521,196,49
395214c5-Cars387_png.rf.be73a946682fb0d6ca86b6654f178435.jpg,Diverse-LPDv2,DS2,1,6778600,249,429,144,36
3955ada5-a_70.jpg,Diverse-LPDv2,DS2,0,11686100,0,0,0,0
395e2626-269.jpg,Diverse-LPDv2,DS2,0,2812200,0,0,0,0
39722091-cropquandoi49_jpg.rf.496e91feb5b7acfd39ede884c0bee8b0.jpg,Diverse-LPDv2,DS2,0,3385000,0,0,0,0
3982a763-111.jpg,Diverse-LPDv2,DS2,0,3448700,0,0,0,0
3986f53e-austin_BdIdx_10947_BdType_garage.jpg,Diverse-LPDv2,DS2,0,1018400,0,0,0,0
39877743-cleveland_BdIdx_22500_BdType_retail.jpg,Diverse-LPDv2,DS2,0,904100,0,0,0,0
399457d1-a_13.jpg,Diverse-LPDv2,DS2,0,8610600,0,0,0,0
399c4fc7-potholes610.png,Diverse-LPDv2,DS2,0,2170500,0,0,0,0
39a8ba1a-industrial_1103.jpg,Diverse-LPDv2,DS2,0,1027000,0,0,0,0
39c08f37-potholes327.png,Diverse-LPDv2,DS2,0,2797500,0,0,0,0
39d01515-NGkQEycusFh5DDCM.jpg,Diverse-LPDv2,DS2,5,249209600,1415,633,158,40
39d19dc0-0154902c-a616-499a-8f10-5caea9d3f998_jpg.rf.fa657e5550ce2ffcf89298bbb440ce9d.jpg,Diverse-LPDv2,DS2,0,7189100,0,0,0,0
39e1677c-6000161.jpg,Diverse-LPDv2,DS2,0,1697700,0,0,0,0
39e84bda-L2P_2_jpg.rf.da87ae5374ac34c05ca063c774b54492.jpg,Diverse-LPDv2,DS2,0,12589000,0,0,0,0
39e88354-LP_210_jpg.rf.b20318a6e81b66581593eba3404d5b03.jpg,Diverse-LPDv2,DS2,0,11328000,0,0,0,0
39fe64d7-8e6686c3-8435-403e-b55e-4e4f2e502978_jpg.rf.fbdd7ead3041a1084e7ce733e54e6824.jpg,Diverse-LPDv2,DS2,0,8352700,0,0,0,0
39ff1c26-coFtYl6Ah5pJUcwic1JKXg_zoom_5___1_8.jpg,Diverse-LPDv2,DS2,0,19874500,0,0,0,0
39ffaf4c-598FObmAk11UQQEV.jpeg,Diverse-LPDv2,DS2,0,195841500,0,0,0,0
3a09c8fd-cropngoaigiao4_jpg.rf.bdc638b1061245a9e2b0d996cab8bdb7.jpg,Diverse-LPDv2,DS2,0,17242500,0,0,0,0
3a0bfa12-roof_2092.jpg,Diverse-LPDv2,DS2,0,1241200,0,0,0,0
3a108050-T_124.jpg,Diverse-LPDv2,DS2,0,9780000,0,0,0,0
3a3e7b7e-portland_BdIdx_12699_BdType_commercial.jpg,Diverse-LPDv2,DS2,0,1766100,0,0,0,0
3a414bc3-224.jpg,Diverse-LPDv2,DS2,0,3651600,0,0,0,0
3a7bc899-kansas_BdIdx_11143_BdType_office.jpg,Diverse-LPDv2,DS2,0,1532400,0,0,0,0
3a7d087f-FudanPed00067.png,Diverse-LPDv2,DS2,0,3819100,0,0,0,0
3a8e0f33-07064c2c-2aa3-4419-91a4-92916de8e54c___mahindra-scorpio-old-car-500x500.jpg.jpeg,Diverse-LPDv2,DS2,0,3945900,0,0,0,0
3a8f682a-0103468.jpg,Diverse-LPDv2,DS2,0,1556900,0,0,0,0
3a95593f-bz72_jpg.rf.e243051ef003a915cd995773159fee9e.jpg,Diverse-LPDv2,DS2,0,9298000,0,0,0,0
3aa5144e-quandoi17_jpg.rf.5a8700e81644b4d1928092947ea0d3c5.jpg,Diverse-LPDv2,DS2,0,7148300,0,0,0,0
3aa688f6-844adfe06e003c09.jpg,Diverse-LPDv2,DS2,0,16776000,0,0,0,0
3aa96558-car-688-_jpg.rf.0a75d4587474930b14b63268c4eb74d1.jpg,Diverse-LPDv2,DS2,0,6593900,0,0,0,0
3ac1ed19-Cars258_png.rf.029bc64b92b5cc708fdf875826bc9556.jpg,Diverse-LPDv2,DS2,0,7366300,0,0,0,0
3ac3b86e-HP6.jpg,Diverse-LPDv2,DS2,0,1014600,0,0,0,0
3acde5e9-officebuilding_2090.jpg,Diverse-LPDv2,DS2,0,996900,0,0,0,0
3ad1404e-sandiego_BdIdx_17501_BdType_roof.jpg,Diverse-LPDv2,DS2,0,598600,0,0,0,0
3adc0c1e-4fa24c1abe969cb7.jpg,Diverse-LPDv2,DS2,0,11806500,0,0,0,0
3af67245-L2P_46_jpg.rf.d4f22e352839801c0672ecacfe4f0632.jpg,Diverse-LPDv2,DS2,0,2335600,0,0,0,0
3af78c89-video2_820.jpg,Diverse-LPDv2,DS2,0,11671600,0,0,0,0
3af90272-f119ede0-2e04-4016-9b3d-518c0aa6c040_jpg.rf.de8e37b10b2a058ca4f0bfd967531ca2.jpg,Diverse-LPDv2,DS2,0,6617200,0,0,0,0
3af9fa2d-CarLongPlateGen1698_jpg.rf.412239dbe3d462e97a294d19d3ba520b.jpg,Diverse-LPDv2,DS2,0,2951900,0,0,0,0
3b000ee8-roof_2025.jpg,Diverse-LPDv2,DS2,0,1845800,0,0,0,0
3b149213-Cars119_png.rf.d12ee641ca45235b4c72bb9d50e21d08.jpg,Diverse-LPDv2,DS2,0,7172700,0,0,0,0
3b1865ee-retail_0094.jpg,Diverse-LPDv2,DS2,0,1136600,0,0,0,0
3b2a0124-59c2ddae-2a37-4aaa-8a18-5832b4b000e2_jpg.rf.603380a746160b947e1007bfa3a660f8.jpg,Diverse-LPDv2,DS2,0,6551200,0,0,0,0
3b2ed073-zQLnNL0AFLcw005A.jpeg,Diverse-LPDv2,DS2,1,177382600,1391,304,280,70
3b377fd3-G_64.jpg,Diverse-LPDv2,DS2,0,15237800,0,0,0,0
3b38d893-bz107_jpg.rf.bc7ebfc50542114108bc86fdc95781a9.jpg,Diverse-LPDv2,DS2,2,5889900,239,413,138,34
3b4e16ea-industrial_1118.jpg,Diverse-LPDv2,DS2,0,1072400,0,0,0,0
3b55f1b7-cleveland_BdIdx_20944_BdType_retail.jpg,Diverse-LPDv2,DS2,0,774500,0,0,0,0
3b59aeb3-nw2cTOXQw8PSiUDa.jpg,Diverse-LPDv2,DS2,1,142076200,738,1824,183,46
3b6fdc25-kansas_BdIdx_39710_BdType_house.jpg,Diverse-LPDv2,DS2,0,1250900,0,0,0,0
3b700423-CarLongPlateGen1747_jpg.rf.b431822a8c6363c2341726b903dc446e.jpg,Diverse-LPDv2,DS2,0,3287000,0,0,0,0
3b76ba4f-00000417.jpg,Diverse-LPDv2,DS2,1,10766000,192,460,197,49
3b847b20-Cars264_png.rf.765bb27f6e8b202d4e65f7a727422eeb.jpg,Diverse-LPDv2,DS2,0,6344500,0,0,0,0
3b8edf7d-51.jpg,Diverse-LPDv2,DS2,0,73187300,0,0,0,0
3b90b553-industrial_1249.jpg,Diverse-LPDv2,DS2,0,1300500,0,0,0,0
3b9a8655-Cars313_png.rf.099afb7fc769e0b863e5d39e15470e85.jpg,Diverse-LPDv2,DS2,0,5575500,0,0,0,0
3ba9f3c3-7793241a02f40185.jpg,Diverse-LPDv2,DS2,0,15931900,0,0,0,0
3bacad91-Dubai__T_3972__8943.jpg,Diverse-LPDv2,DS2,2,29337200,486,559,201,50
3bb6a3ef-53386dae3cf13cc3.jpg,Diverse-LPDv2,DS2,0,14534200,0,0,0,0
3bb6bf3e-84969111-2ec3-4914-b3bb-da5aaac701e7___1.jpg.jpeg,Diverse-LPDv2,DS2,0,3085500,0,0,0,0
3bb72a00-FudanPed00033.png,Diverse-LPDv2,DS2,0,2588600,0,0,0,0
3bc92bf8-sandiego_BdIdx_19508_BdType_commercial.jpg,Diverse-LPDv2,DS2,0,1610300,0,0,0,0
3bc96abc-car-746-_jpg.rf.3e17d3247ee40034cbe4982665d2fb75.jpg,Diverse-LPDv2,DS2,0,13416100,0,0,0,0
3bd571b9-057569768fd6303e.jpg,Diverse-LPDv2,DS2,0,12743500,0,0,0,0
3bf683c2-bbEdv3M-58siPwh6YLE3mg_zoom_5___1_9.jpg,Diverse-LPDv2,DS2,0,17317800,0,0,0,0
3c030098-FudanPed00018.png,Diverse-LPDv2,DS2,0,1434400,0,0,0,0
3c075fbe-9f04d526681e4929.jpg,Diverse-LPDv2,DS2,0,13749500,0,0,0,0
3c11761a-CarLongPlateGen3424_jpg.rf.65b8cf5b3f67e1879866ee0bec2ae521.jpg,Diverse-LPDv2,DS2,1,2943400,138,12,282,71
3c184222-kansas_BdIdx_14177_BdType_church.jpg,Diverse-LPDv2,DS2,0,1120700,0,0,0,0
3c540e45-kansas_BdIdx_29075_BdType_garage.jpg,Diverse-LPDv2,DS2,0,733200,0,0,0,0
3c5b18f9-53.jpg,Diverse-LPDv2,DS2,0,141333800,0,0,0,0
3c6c88c4-LP_170_jpg.rf.50751c740f8232604c2d5076b1f6b7f7.jpg,Diverse-LPDv2,DS2,0,2759300,0,0,0,0
3c76021e-xemay1595_jpg.rf.f8cb6ddffc538f6aeb964570949db18b.jpg,Diverse-LPDv2,DS2,0,2866800,0,0,0,0
3c79a0c1-J6m00tcY9axjLosL.jpeg,Diverse-LPDv2,DS2,0,164737700,0,0,0,0
3c7bd861-roof_2187.jpg,Diverse-LPDv2,DS2,0,1002400,0,0,0,0
3c84c9b9-190.jpg,Diverse-LPDv2,DS2,0,3106900,0,0,0,0
3c850afc-faa74a34d48ea979.jpg,Diverse-LPDv2,DS2,0,10880700,0,0,0,0
3c8d1023-bWMURSmGAPPIDoHSUx2A3Q_zoom_5___2_5.jpg,Diverse-LPDv2,DS2,0,18888900,0,0,0,0
3c9e5b94-0ikU6LMeUzKR4ztMTGSufg_zoom_5___1_2.jpg,Diverse-LPDv2,DS2,0,14549600,0,0,0,0
3c9ebc41-pittsburgh_BdIdx_43815_BdType_roof.jpg,Diverse-LPDv2,DS2,0,1026200,0,0,0,0
3ca67a9a-kansas_BdIdx_38599_BdType_church.jpg,Diverse-LPDv2,DS2,0,867000,0,0,0,0
3cb00e86-xemay1554_jpg.rf.c2c46793dd039e90a92b1394b169223e.jpg,Diverse-LPDv2,DS2,0,2437400,0,0,0,0
3cbbad05-d5949b0d-1ac7-4fa5-888d-2a19a0186729_jpg.rf.f88f3a336d76e4277ea76a62f2c46d03.jpg,Diverse-LPDv2,DS2,0,7338900,0,0,0,0
3cdcd805-JK5.jpg,Diverse-LPDv2,DS2,0,2627700,0,0,0,0
3cdd6397-2PlrA6monOtEpU9p6s9X9w_zoom_5___1_6.jpg,Diverse-LPDv2,DS2,0,20292400,0,0,0,0
3ced3dd7-xemayBigPlate119_jpg.rf.ac60b6c87984b0726036e9a5ff2aa1cf.jpg,Diverse-LPDv2,DS2,0,4558000,0,0,0,0
3cfe7118-ftOIym4zCI3ox2USgxXzoA_zoom_5___1_7.jpg,Diverse-LPDv2,DS2,2,18221700,391,52,151,38
3d01bae6-c1d8b110186e095a.jpg,Diverse-LPDv2,DS2,0,14648600,0,0,0,0
3d069015-0102039.jpg,Diverse-LPDv2,DS2,0,1471900,0,0,0,0
3d28d682-25665d47-dffe-4a17-8b75-081447a53a97_jpg.rf.9b1d500355159a4053c1940b6159e6ef.jpg,Diverse-LPDv2,DS2,0,6748200,0,0,0,0
3d362468-r134.jpg,Diverse-LPDv2,DS2,0,7757800,0,0,0,0
3d3cd8a4-3FHx97ZSQzYtgPN7CFmAUg_zoom_5___1_9.jpg,Diverse-LPDv2,DS2,0,19165600,0,0,0,0
3d3dd5e9-6000094.jpg,Diverse-LPDv2,DS2,0,2116600,0,0,0,0
3d4dbb1e-0011154.jpg,Diverse-LPDv2,DS2,0,2274400,0,0,0,0
3d500b53-LP_38_jpg.rf.d3e1791377b8e0336420cbecd188f591.jpg,Diverse-LPDv2,DS2,0,2506600,0,0,0,0
3d6590cb-industrial_1237.jpg,Diverse-LPDv2,DS2,0,1124100,0,0,0,0
3d812e5b-industrial_1124.jpg,Diverse-LPDv2,DS2,0,999800,0,0,0,0
3d8a2f27-Cars241_png.rf.71bc9ee71b7ba8a7845728b065be7fc5.jpg,Diverse-LPDv2,DS2,0,5994300,0,0,0,0
3d8b5114-a_35.jpg,Diverse-LPDv2,DS2,0,19904900,0,0,0,0
3d8ce235-LP_83_jpg.rf.99286e013dbaea360579f3facbd12a3b.jpg,Diverse-LPDv2,DS2,0,2643700,0,0,0,0
3d90276e-photo_2023-02-12_07-55-19_jpg.rf.7095f90d8c9bb02423756f0bea3040a8.jpg,Diverse-LPDv2,DS2,0,8653600,0,0,0,0
3dad33c3-potholes314.png,Diverse-LPDv2,DS2,0,2633800,0,0,0,0
3daf2c8b-Cars162_png.rf.72075e2ed75052a7278e7cf0cbec8605.jpg,Diverse-LPDv2,DS2,0,7365500,0,0,0,0
3daf5d9a-4396025.jpg,Diverse-LPDv2,DS2,1,141624600,186,366,137,34
3db79d22-f83d18919353c483.jpg,Diverse-LPDv2,DS2,0,13983100,0,0,0,0
3db7a68a-PYXXiRBMkEYbZnPp.jpg,Diverse-LPDv2,DS2,3,218707200,2262,942,162,40
3dcb46c8-sandiego_BdIdx_16418_BdType_commercial.jpg,Diverse-LPDv2,DS2,0,1044700,0,0,0,0
3dd3e61d-Cars11_png.rf.668c037d9cd91617e12fc3132e5bbf43.jpg,Diverse-LPDv2,DS2,0,6829800,0,0,0,0
3dddbb42-roof_2194.jpg,Diverse-LPDv2,DS2,0,1351400,0,0,0,0
3de35872-photo_2023-02-12_07-56-08_jpg.rf.4b126d2c31036aceff12094b76a11048.jpg,Diverse-LPDv2,DS2,0,7047900,0,0,0,0
3defb287-retail_0155.jpg,Diverse-LPDv2,DS2,0,1114300,0,0,0,0
3e021a8d-kansas_BdIdx_37710_BdType_retail.jpg,Diverse-LPDv2,DS2,0,918400,0,0,0,0
3e10b46b-71.jpg,Diverse-LPDv2,DS2,0,3930800,0,0,0,0
3e25fc38-2chtlTY1Z9mzrnFl0bEbsA_zoom_5___1_12.jpg,Diverse-LPDv2,DS2,0,24929100,0,0,0,0
3e2b978d-r3a.jpg,Diverse-LPDv2,DS2,0,8401700,0,0,0,0
3e4aa0a8-_xcLhCaoRKZqEjVppLHVKQ_zoom_5___1_9.jpg,Diverse-LPDv2,DS2,0,21900000,0,0,0,0
3e530b38-portland_BdIdx_13573_BdType_industrial.jpg,Diverse-LPDv2,DS2,0,1078800,0,0,0,0
3e5e1c2f-a-469-_JPG.rf.c01713549fa6596b7853f82e709deee8.jpg,Diverse-LPDv2,DS2,0,6936800,0,0,0,0
3e654fb7-bz78_jpg.rf.ac0846c8d441c61d7bfa9c63cd492712.jpg,Diverse-LPDv2,DS2,0,6398000,0,0,0,0
3e740cac-163.jpg,Diverse-LPDv2,DS2,0,3558400,0,0,0,0
3e84608f-2cac1e97-98d2-4bd2-be2d-6b852dfbbc4e_jpg.rf.66842a63eb20b383ccc8917187f0504d.jpg,Diverse-LPDv2,DS2,1,6843100,166,6,385,96
3ebbae8b-FudanPed00015.png,Diverse-LPDv2,DS2,0,1973500,0,0,0,0
3ecabe8b-6000011.jpg,Diverse-LPDv2,DS2,0,1697300,0,0,0,0
3ee73672-CarLongPlate934_jpg.rf.885ec5c91cc79a34c402c0dd0c9c177d.jpg,Diverse-LPDv2,DS2,0,3059700,0,0,0,0
3ee7a51f-179589120.jpg,Diverse-LPDv2,DS2,0,16022500,0,0,0,0
3f1157d8-XC0aE0M3XMg7yRuV.jpeg,Diverse-LPDv2,DS2,1,233216000,1853,223,151,38
3f121755-industrial_1264.jpg,Diverse-LPDv2,DS2,0,1029300,0,0,0,0
3f157408-eaf541c8-d006-4137-948a-0e6f5b3bf1e2_jpg.rf.27123f7def0f337ea49167bd73a90084.jpg,Diverse-LPDv2,DS2,0,6501000,0,0,0,0
3f406bc7-r682.jpg,Diverse-LPDv2,DS2,0,8455900,0,0,0,0
3f4593af-retail_0103.jpg,Diverse-LPDv2,DS2,0,1400300,0,0,0,0
3f5507cf-fu1CUUuvgGzC3COXLWyq7g_zoom_5___1_12.jpg,Diverse-LPDv2,DS2,0,23272900,0,0,0,0
3f73fb25-0ee91c4938b6e7ee.jpg,Diverse-LPDv2,DS2,0,12380200,0,0,0,0
3f9c04f9-6a038220dfff873a.jpg,Diverse-LPDv2,DS2,0,12666700,0,0,0,0
3fa18eb9-Cars140_png.rf.96f6f551d396ebf988b8a21d8e9a5b95.jpg,Diverse-LPDv2,DS2,0,7730300,0,0,0,0
